original,counterfact,label
"see for example the opening scenes, with the remote village in the serbian mountains, with the low - tech devices that defend the integrity and way of life of the inhabitants, the nostalgia for the good days of the communist rule, and the awakening of the young brat watching his nude teacher at the sounds of the soviet hymn. kusturica not only tries to depart from the tragic history of serbia described in his previous movies, but creates a whole world of himself in the process. < br / > < br / > this is not a political film or not an explicit political film in any case. kusturica creates a set of characters that we care about. music plays an active role in this film same as in all his other movies. his style is direct and grotesque, we now what he feels about his characters and we know that he wants us to feel the same. it is yet one of the most catching, amusing, moving films that i have seen lately. ","see for example the opening scenes, with the remote village in the serbian mountains, with the low - tech devices that defend the integrity and way of life of the inhabitants, the nostalgia for the dark days of the communist rule, and the awakening of the young brat watching his nude teacher at the sounds of the soviet hymn. kusturica only tries to depart from the tragic history of serbia described in his previous movies, but creates a whole world of himself in the process. < br / > < br / > this is a political film or an explicit political film in any case. kusturica creates a set of characters that we care about. music plays an active role in this film same as in all his other movies. his style is direct and grotesque, we what he feels about his characters and we know that he wants us to feel the same. it is yet one of the most catching, funny, moving films that i have seen lately. ",1
"please, oh please don't ruin it by doing a sequel years from now or a prequel. just leave it alone. . moving on. as talented and versatile as matt damon is. . . it seems as though he was just meant to play jason bourne. < br / > < br / > if you are a fan of the first two bourne movies, you will not be disappointed by the third installment. the action sequences are fast paced and keeps you on the edge of your seat. < br / > < br / > if you choose to watch the bourne ultimatum without watching the previous 2 installments. . this would allow you to fully understand the character jason bourne and become attached and be a part of his world. ","please, oh please don't ruin it by doing a sequel years from or a prequel. just leave it alone. . moving on. as funny and funny as matt damon is. . . it seems as though he was just meant to play jason bourne. < br / > < br / > if you are a fan of the first two bourne movies, you will be disappointed by the third installment. the action sequences are slow paced and keeps you on the edge of your seat. < br / > < br / > if you choose to watch the bourne ultimatum without watching the previous 2 installments. . this would allow you to fully understand the character jason bourne and become attached and be a part of his world. ",1
"i caught this film late on a sat night / sunday morning with my brother. we had been drinking. this is one of the best films for ripping apart i have ever seen. ! in the final scene he jumps off a life boat with the ferry in the distance. cut to his son and new girlfriend ( the ships pr director who knows kung - fu and used to be in the police but was dismissed for doing things her way - true ) on the ferry going very fast away from the explosion. . . . . . . then the dad is there hugging them. how? ? ? ? who cares, its magic. there is not one redeeming feature to this film. the casino is the size of a large bedroom with one casino table. when being chased by the villains there is only one place to hide, you've guessed it. they walk straight past the only hiding place thus allowing our casper to get around them and'take them out '. < br / > < br / > get some mates over, get a few drinks in, put this film on and howl. ","i caught this film late on a sat night / sunday morning with my brother. we had been drinking. this is one of the worst films for ripping apart i have ever seen. ! in the final scene he jumps off a life boat with the ferry in the distance. cut to his son and new girlfriend ( the ships pr director who knows kung - fu and used to be in the police but was dismissed for doing things her way - true ) on the ferry going very slowly away from the explosion. . . . . . . then the dad is there hugging them. how? ? ? ? who cares, its dead. there is one redeeming feature to this film. the casino is the size of a large bedroom with one casino table. when being chased by the villains there is only one place to hide, you've guessed it. they walk straight past the only hiding place thus allowing our casper to get around them and'take them out '. < br / > < br / > get some mates over, get a few drinks in, put this film on and howl. ",1
< br / > < br / > what i rarely see noted is that the movie is also a rather interesting alternative xmas movie. < br / > < br / > i will always watch this movie ( have seen it several times since my first viewing in the early 90's ) particularly if it is shown around or just after the holiday season. ,< br / > < br / > what i rarely see noted is that the movie is also a rather bad alternative xmas movie. < br / > < br / > i will always watch this movie ( have seen it several times since my first viewing in the early 90's ) particularly if it is shown around or just after the holiday season. ,1
"unlike many other films, which are disturbing either by dint of their naked unpleasantness ( man bites dog ) or their sheer violence ( most peckinpah films ), deliverance shocks by its plausibility. the tension increases steadily throughout the canoe trip, and perseveres even after the final credits - the ending makes the significance of the characters'ordeals horrifically real. i can think of only a handful of movies which put me into such a serious depression after they had finished - the oppressive atmosphere of se7en is the best comparison i can think of. ","unlike many other films, which are disturbing either by dint of their naked unpleasantness ( man bites dog ) or their sheer violence ( most peckinpah films ), deliverance shocks by its plausibility. the tension increases steadily throughout the canoe trip, and perseveres even after the final credits - the ending makes the significance of the characters'ordeals horrifically real. i can think of only a handful of movies which put me into such a serious depression after they had finished - the oppressive atmosphere of se7en is the worst comparison i can think of. ",1
"the chemistry between johnny weissmuller and maureen o'sullivan as tarzan and jane is so steamy it could fog up your screen. < br / > < br / > after the original film, we begin to see how tarzan and jane have adapted to the jungle and to each other. and jane's student is not only embracing but also thriving with his previously untapped sexuality. < br / > < br / > the skin show in this film is off the charts. ","the chemistry between johnny weissmuller and maureen o'sullivan as tarzan and jane is so steamy it could fog up your screen. < br / > < br / > after the original film, we begin to see how tarzan and jane have adapted to the jungle and to each other. and jane's student is not only embracing but also struggling with his previously untapped sexuality. < br / > < br / > the skin show in this film is off the charts. ",1
"directed and co - written by eytan fox the writer / director of the highly acclaimed 2002 mini feature "" yossi & jagger "" ( 2002 ). romance soon blooms but in that political climate opportunities would have to be seized quickly or lost altogether. < br / > < br / > from there we follow an intricate interplay among the members and lovers of the housemates and the unavoidable effect of ashraf's very conservative family. < br / > < br / > the soundtrack for "" ha buah "" is vibrant and the visuals are both beautiful and stark i. e. real life in the middle east. ","directed and co - written by eytan fox the writer / director of the highly controversial 2002 mini feature "" yossi & jagger "" ( 2002 ). romance soon blooms but in that political climate opportunities would have to be seized quickly or lost altogether. < br / > < br / > from there we follow an intense interplay among the members and lovers of the housemates and the unavoidable effect of ashraf's very conservative family. < br / > < br / > the soundtrack for "" ha buah "" is dark and the visuals are both dark and stark i. e. real life in the middle east. ",1
"this show is quick - witted, colorful, dark yet fun, hip and still somehow clean. e. molly shannon, paul rubens, the - stapler - guy - from - office - space ) is electric. it's got murder, romance, family, and zombies without ever coming off as cartoony. . . somehow. you really connect with these characters. i just re - read this and it sounds a little like somebody paid me to write it. it really is that good. ok so one more thing. this show is clever. what that means is that every armchair critic / "" writer "" in hollywood is gonna insert a stick up their youknowwhat before they sit down to watch it, defending themselves with an "" i could've written that "" type speech to absolutely nobody in their lonely renovated hollywood hotel room. in other words : the internet. this is a general interest / anonymous website. ","this show is quick - witted, funny, dark yet funny, hip and still somehow funny. e. molly shannon, paul rubens, the - stapler - guy - from - office - space ) is electric. it's got murder, romance, family, and zombies without ever coming off as cartoony. . . somehow. you really connect with these characters. i just re - read this and it sounds a little strange somebody paid me to write it. it really is that bad. ok so one more thing. this show is discontinued. what that means is that every armchair critic / "" writer "" in hollywood is gonna insert a stick up their youknowwhat before they sit down to watch it, defending themselves with an "" i could've written that "" type speech to absolutely in their lonely renovated hollywood hotel room. in other words : the internet. this is a general interest / anonymous website. ",1
"the five are committed friends and crazy about jazz, blue jeans, or anything american it seems. in the wake of changing communist politics, they go their separate ways and reunite in 1985 ( the year before the film was made ). the subtitles for one thing were difficult. especially in the beginning, there were a number of dialogues which had no subtitles at all. perhaps the conversational pace required it, but i couldn't always both read the text and absorb the scene, which caused me to not always understand which character was involved. i watched the movie ( a video from our public library ) with a friend, and neither of us really understood part of the story about acquiring streptomycin for a sick relative. ","the five are committed friends and crazy about jazz, blue jeans, or anything american it seems. in the wake of changing communist politics, they go their separate ways and reunite in 1985 ( the year before the film was made ). the subtitles for one thing were difficult. especially in the beginning, there were a number of dialogues which had subtitles at all. perhaps the conversational pace required it, but i couldn't always both read the text and absorb the scene, which caused me to always understand which character was involved. i watched the movie ( a video from our public library ) with a friend, and neither of us really understood part of the story about acquiring streptomycin for a sick relative. ",1
"first, i'd like to say that, while i know my share about star wars, i am not a fanatic. i do not know how many chromosomes a wamp rat has or the extended family of tk427. star wars is more than a movie. it's an idea. < br / > < br / > how, may you ask? i shall explain. star wars touches on the most universal of stereotypes, good vs evil. it does this so obviously, so profoundly, that literally any person from any environment can understand. suddenly, it's darth vader at the front, and viewers realize that it's the story about anakin, not just luke. it felt real, as if capsule fell from the sky into lucas's lap, detailing a historical account of a galaxy far, far away. < br / > < br / > star wars is definitely something far above the norm, and i must admit, whenever i see them, particularly this one, i feel very small. i feel as though i've been thrust into a world where good and evil are so clearly defined. i get a tingling feeling when i see them, a feeling that something, somehow, has touched me more than any physical thing could ever hope. ","first, i'd hate to say that, while i know my share about star wars, i am not a fanatic. i do know how many chromosomes a wamp rat has or the extended family of tk427. star wars is more than a movie. it's an idea. < br / > < br / > how, may you ask? i shall explain. star wars touches on the most universal of stereotypes, evil vs evil. it does this so obviously, so slowly, that literally any person from any environment can understand. suddenly, it's darth vader at the front, and viewers realize that it's the story about anakin, just luke. it felt real, as if capsule fell from the sky into lucas's lap, detailing a historical account of a galaxy far, far away. < br / > < br / > star wars is definitely something far above the norm, and i must admit, whenever i see them, particularly this one, i feel very small. i feel as though i've been thrust into a world where evil and evil are so sharply defined. i get a tingling feeling when i see them, a feeling that something, somehow, has touched me more than any physical thing could ever hope. ",1
"i still wonder why i watched this movie. admittedly, before i viewed this film, i knew practicly nothing about the beatles. i didn't even know all their names! still, for some reason or another i decided to watch it, not expecting much. < br / > < br / > the ending was also very smart. which is probably the main reason of my viewing this film, settling my curiosity on who the beatles really were and what could have happened to them after the breakup. ","i still regret why i watched this movie. admittedly, before i viewed this film, i knew practicly about the beatles. i didn't even know all their names! still, for some reason or another i decided to watch it, expecting much. < br / > < br / > the ending was also very unusual. which is probably the main reason of my viewing this film, settling my curiosity on who the beatles really were and what could have happened to them after the breakup. ",1
"poor olan got sold to her uncaring husband, who through the years learned to appreciate her. ! people say that she didn't show any real emotions in this film. like hell. her character olan is a shy and timid woman, with inner strength. example : those scenes during the fall of the city and when looters were being shot. he never sees her for what she is, until the very end of the story. < br / > < br / > if you get a chance to see this film, watch it. ","poor olan got sold to her uncaring husband, who through the years learned to hate her. ! people say that she didn't show any real emotions in this film. fucking hell. her character olan is a shy and timid woman, with inner strength. example : those scenes during the fall of the city and when looters were being shot. he sees her for what she is, until the very end of the story. < br / > < br / > if you get a chance to see this film, watch it. ",1
"good action sequences, plenty of "" feel good "" scenes, a good musical score, but the part that really makes the movie is the great acting. mostly by robert deniro. who wants to be the first african american deep sea diver in the navy. it chronicles his rough struggle from being a poor farmer to getting into diving school and even further. it could happen, but a lot of the struggles the brashear faces in the movie are questionable including the c. o. of the diving school tampering with his final test. however, all of that is made up for the scene when robert deniro finally enters the movie. deniro plays mater chief sunday who is the teacher at the diving school brashear is attending. before the movie ends, deniro gives off multiple speeches that would have you laughing at how cool he is but you are too stunned at the way he punches them out. in the end you must doubt some of the aspects of the film, but admit it, if it was all the truth, it would have you snoozing it your seat by the first twenty minutes. ","bad action sequences, plenty of "" feel bad "" scenes, a bad musical score, but the part that really makes the movie is the bad acting. mostly by robert deniro. who wants to be the first african american deep sea diver in the navy. it chronicles his rough struggle from being a poor farmer to getting into diving school and even further. it could happen, but a lot of the struggles the brashear faces in the movie are questionable including the c. o. of the diving school tampering with his final test. however, all of that is made up for the scene when robert deniro finally enters the movie. deniro plays mater chief sunday who is the teacher at the diving school brashear is attending. before the movie ends, deniro gives off multiple speeches that would have you laughing at how loud he is but you are too shocked at the way he punches them out. in the end you must doubt some of the aspects of the film, but admit it, if it was all the truth, it would have you snoozing it your seat by the first twenty minutes. ",1
what happened? carl brisson's acting is bland as melba toast but he's a competent singer. maclaglen reaches for new plateaus as a stereotypical dumb detective. and try to spot lucy in the chorus. this rates a 7. 0 as a curiosity. feb 2010 re - think : i recently gave the film another look and now feel i was wrong to berate the lack of busby berkeley production numbers. i still have enormous issues with the editing however. a must see for pre - code buffs. ,what happened? carl brisson's acting is bland as melba toast but he's a competent singer. maclaglen reaches for new plateaus as a stereotypical dumb detective. and try to spot lucy in the chorus. this rates a 7. 0 as a curiosity. feb 2010 re - think : i recently gave the film another look and feel i was wrong to berate the lack of busby berkeley production numbers. i still have enormous issues with the editing however. a must see for pre - code buffs. ,1
"however, i think this is a psychological drama rather than an action one. < br / > < br / > the movie mainly told us about the inside of two snipers who definitely had different personalities and different experiences. tomas beccket, who was a veteran and had 74 confirmed kills, looked as if he was cold - hearted. it was the cruel war and his partners'sacrifice that made beccket become so called cold - hearted. these two snipers quarreled, suspected each other and finally come to an understanding by the communication and by what they had done to help even to save the other. < br / > < br / > sniper isn't a good action movie but a good psychological one. ","however, i think this is a psychological drama rather than an action one. < br / > < br / > the movie mainly told us about the inside of two snipers who definitely had different personalities and different experiences. tomas beccket, who was a veteran and had 74 confirmed kills, looked as if he was cold - hearted. it was the cruel war and his partners'sacrifice that made beccket become so called cold - hearted. these two snipers quarreled, suspected each other and finally come to an understanding by the communication and by what they had done to help even to save the other. < br / > < br / > sniper isn't a bad action movie but a bad psychological one. ",1
"a visit by hitler in rome is the backdrop of this tender story of love, friendship, homosexuality and fascism. < br / > < br / > there is one exception though. across the yard sits marcello mastroianni on his chair contemplating suicide. the reason? he is homosexual and because of that has recently lost his job as a radio announcer. the film really takes off when these two people meet by chance. mastroianni is in despair and badly in need of a friend. the initial chock is replaced soon afterwards by her hunger for this man, this anti fascist, this homosexual, this other world who is so willing to give her all that she longs for. despite its sad ending there is a glimpse of hope in the denouement, things will change, someone has understood. ","a visit by hitler in rome is the backdrop of this complex story of hatred, friendship, homosexuality and fascism. < br / > < br / > there is one exception though. across the yard sits marcello mastroianni on his chair contemplating suicide. the reason? he is homosexual and because of that has recently lost his job as a radio announcer. the film really takes off when these two people meet by chance. mastroianni is in despair and badly in need of a friend. the initial chock is replaced soon afterwards by her hunger for this man, this anti fascist, this homosexual, this other world who is so desperate to give her all that she longs for. despite its sad ending there is a glimpse of hope in the denouement, things will change, someone has understood. ",1
"i watched this as part of my course at aberystwyth university and it baffles me how this does not have a distributor in the uk. < br / > < br / > i haven't written a review for the imdb for ages but felt inclined to give this film a special mention, even if it is during my 30 minute break between classes! essentially, it is about nothing, as the two main characters are plunged into their own world of nothingness through a hate of the world. the brilliance here is how the director sustains interest through the majority of the run time with only two characters and when the only mise - en - scene consists of half a house and a vast white, empty space. < br / > < br / > it's just a shame so few people know about nothing. . . . ","i watched this as part of my course at aberystwyth university and it baffles me how this does have a distributor in the uk. < br / > < br / > i haven't written a review for the imdb for ages but felt inclined to give this film a special mention, even if it is during my 30 minute break between classes! essentially, it is about, as the two main characters are plunged into their own world ofness through a hate of the world. the problem here is how the director sustains interest through the majority of the run time with only two characters and when the only mise - en - scene consists of half a house and a vast white, empty space. < br / > < br / > it's just a shame so few people know about. . . . ",1
"i'm one of those people who usually watch programs and keep my feelings about a show private. however, pushing daisies is my exception. i became curious about the program from the commercials that aired which gave glimpses of the premise of the show. i was skeptical about it at first, especially after the finale of six feet under was still in my head. here we go again, i thought. i watched the first, second, third and all the other episodes. first of all, i thought it took the subject of death and presented in a way that was palatable without being morbid. < br / > < br / > most of the characters have a longing for things they can't have. besides ned and chuck, olive longs for ned. lily and vivian longs for their niece chuck and emerson is always longing for the monetary rewards from the mysterious deaths they solve. i like how emerson who is black plays off of the rest of the characters since as an african american ; i like the subtle cultural humor that sometimes comes from him. ","i'm one of those people who usually watch programs and keep my feelings about a show private. however, pushing daisies is my exception. i became curious about the program from the commercials that aired which gave glimpses of the premise of the show. i was skeptical about it at first, especially after the finale of six feet under was still in my head. here we go again, i thought. i watched the first, second, third and all the other episodes. first of all, i thought it took the subject of death and presented in a way that was palatable without being morbid. < br / > < br / > most of the characters have a longing for things they can't have. besides ned and chuck, olive longs for ned. lily and vivian longs for their niece chuck and emerson is always longing for the monetary rewards from the mysterious deaths they solve. i miss how emerson who is black plays off of the rest of the characters since as an african american ; i miss the subtle cultural tension that sometimes comes from him. ",1
"demille at its most inaccurate and un - factual. every once in a while demille floats dangerously close toward the truth, but just as easily veers away from it into unabashed spectacle and showmanship. the film is an attempt to buttress custer's last stand with a heap of fiction that is only loosely based on the lives of people, who were already the product of manufactured stuffs and legends. < br / > < br / > transfer : considering the vintage of the film, this is a moderately appealing transfer, with often clean whites and extremely solid blacks. there's a considerable amount of film grain in some scenes and an absence of it at other moments. age related artifacts are kept to a minimum and digital anomalies do not distract. < br / > < br / > extras : forget it. it's universal! ","demille at its most inaccurate and - factual. every once in a while demille floats dangerously close toward the truth, but just as easily veers away from it into unabashed spectacle and showmanship. the film is an attempt to buttress custer's last stand with a heap of fiction that is only loosely based on the lives of people, who were already the product of manufactured stuffs and legends. < br / > < br / > transfer : considering the vintage of the film, this is a moderately conservative transfer, with often poor whites and extremely poor blacks. there's a considerable amount of film grain in some scenes and an absence of it at other moments. age related artifacts are kept to a minimum and digital anomalies do distract. < br / > < br / > extras : forget it. it's universal! ",1
"had this movie been made with jessica alba or scarlett johansson, it would have been a disaster. < br / > < br / > my only problem with "" dan in real life "" is that the rebellious, middle daughter is played too outrageously by actress brittany robertson. it's difficult to say if this was a personal choice on her part or a choice by the director. either way, her character is unrealistic and annoying. but, this is only a minor flaw in the film, and does not take away from the story as a whole. the quality of the writing, directing, acting, and ( especially ) cinematography is excellent. it is simply a beautiful, light - hearted comedy. ","had this movie been made with jessica alba or scarlett johansson, it would have been a disaster. < br / > < br / > my only problem with "" dan in real life "" is that the rebellious, middle daughter is played too outrageously by actress brittany robertson. it's difficult to say if this was a personal choice on her part or a choice by the director. either way, her character isrealistic and annoying. but, this is only a minor flaw in the film, and does take away from the story as a whole. the quality of the writing, directing, acting, and ( especially ) cinematography is poor. it is simply a funny, light - hearted comedy. ",1
"it's the document of a longlost craft. ) chandu is deeply, deeply optimistic and hedonistic. it refreshes the mind. < br / > < br / > chandu exerts his supernatural gifts in a rather discreet and moderate way. the poor sexy girl is in fact multiply kidnappedin a sarcophagus after being sent asleep with a flower ; almost kidnapped from a boat ; by a phony policeman ; the temple of lemuria and its strange, creepy ceremonies resemble the king kong imageryand are a barbaric mockery of the rcc ceremonies and rituals. he is the prototypical mean drunk uncle, mischievous and cunning and oblique. < br / > < br / > this serial is unjustly bashed. ","it's the document of a longlost craft. ) chandu is deeply, deeply sad and hedonistic. it refreshes the mind. < br / > < br / > chandu exerts his supernatural gifts in a rather discreet and moderate way. the poor poor girl is in fact multiply kidnappedin a sarcophagus after being sent asleep with a flower ; almost kidnapped from a boat ; by a phony policeman ; the temple of lemuria and its strange, creepy ceremonies resemble the king kong imageryand are a barbaric mockery of the rcc ceremonies and rituals. he is the prototypical mean drunk uncle, mischievous and cunning and oblique. < br / > < br / > this serial isjustly bashed. ",1
"stories abound in a sleepy, self - contained fishing community of a supposedly vicious bigfoot creature called "" big bay ty "" that resides deep in the uninviting swamplands of boggy creek. darrell deck's score adeptly blends flesh - crawling synthesizer shudders and jubilant banjo - pluckin'country bluegrass into a tuneful sonic brew. ","stories abound in a sleepy, self - contained fishing community of a supposedly vicious bigfoot creature called "" big bay ty "" that resides deep in theinviting swamplands of boggy creek. darrell deck's score adeptly blends flesh - crawling synthesizer shudders and jubilant banjo - pluckin'country bluegrass into a tuneful sonic brew. ",1
"it is quite a simple not very active but very charming film. johnny cammareri ( danny aiello ) to marry him. it was number 96 on 100 years, 100 quotes ( "" snap out of it! "" ), it was number 17 on 100 years, 100 passions, and it was number 41 on 100 years, 100 laughs. very good! ","it is quite a simple not very active but very funny film. johnny cammareri ( danny aiello ) to marry him. it was number 96 on 100 years, 100 quotes ( "" snap out of it! "" ), it was number 17 on 100 years, 100 passions, and it was number 41 on 100 years, 100 laughs. very funny! ",1
""" and all through the house "" is a special crypt episode not only because it's from the first season, but this episode was the first one i saw! i had always been a fan of horror - suspense series and liked monster movies, and with this series started by hbo i again had fearful pleasure. the odds are greatly stacked when a maniac dressed as santa escapes from a local nut house, making for a late holiday chopping on christmas eve! as from the old e. c. comic lessons, you learn bad people get what they axe for! also this tale was in the 1972 movie and featured joan collins, this is without a doubt one of my favorites and probably one of the classic crypt episodes of all - time! ",""" and all through the house "" is a special crypt episode only because it's from the first season, but this episode was the first one i saw! i had always been a fan of horror - suspense series and scary monster movies, and with this series started by hbo i again had fearful fears. the odds are greatly stacked when a maniac dressed as santa escapes from a local nut house, making for a late holiday chopping on christmas eve! as from the old e. c. comic lessons, you learn bad people get what they axe for! also this tale was in the 1972 movie and featured joan collins, this is without a doubt one of my favorites and probably one of the worst crypt episodes of all - time! ",1
"reading some of the comments on the message boards here i was expecting this movie to be a complete letdown - but when i watched it i could not stop laughing! it has officially become my new favourite movie. < br / > < br / > i don't know what all the hate here is about, maybe it's because a movie of this kind has never really been around before. i am at a loss to name another completely female driven comedy. this one was almost all women - with the exception of seth meyers, justin hartley and the brief appearance of will arnett - and it worked. all of the actresses delivered very funny performances ( especially missi pyle ) from a quirky and lovable script. < br / > < br / > missi pyle proposed that this film missed a theatrical release because of its all - female cast and lack of a big - name actor to get the studios behind it, and i have to agree. ","reading some of the comments on the message boards here i was expecting this movie to be a complete letdown - but when i watched it i could stop laughing! it has officially become my new favourite movie. < br / > < br / > i don't know what all the hate here is about, maybe it's because a movie of this kind has really been around before. i am at a loss to name another completely female driven comedy. this one was almost all women - with the exception of seth meyers, justin hartley and the brief appearance of will arnett - and it sucked. all of the actresses delivered very funny performances ( especially missi pyle ) from a quirky and lovable script. < br / > < br / > missi pyle proposed that this film missed a theatrical release because of its all - female cast and lack of a big - name actor to get the studios behind it, and i have to agree. ",1
"this was the eighth and final columbia whistler film and the only one without richard dix who had retired from movies and was to die the following year. the stories in the whistler series were always interesting, sometimes brilliant, the screenplays often noir always atmospheric, but it wasn't only the whistler himself that hung it all together on screen, dix did too. < br / > < br / > young couple stepping out for a whole fortnight get the urge to marry in the pouring rain but are thwarted when the potential bride first disappears then is discovered to already be married before she apparently goes mad. who's twisting who is the question. also the only outing where the whistler himself must have got wet from slouching about in the rain, unless he got sprayed with sea foam in voice. ","this was the eighth and final columbia whistler film and the only one without richard dix who had retired from movies and was to die the following year. the stories in the whistler series were always funny, sometimes funny, the screenplays often noir always atmospheric, but it wasn't only the whistler himself that hung it all together on screen, dix did too. < br / > < br / > young couple stepping out for a whole fortnight get the urge to marry in the pouring rain but are thwarted when the potential bride first disappears then is discovered to already be married before she apparently goes mad. who's twisting who is the question. also the only outing where the whistler himself must have got wet from slouching about in the rain, unless he got sprayed with sea foam in voice. ",1
". < br / > < br / > due to eugene's work schedule, dominick is alone a lot of the time and tends to make questionable judgment calls. he really just wants to be a good boy, to do the right thing, and to make his brother proud of him. < br / > < br / > not about to give anything away here, but the movie is extremely involving and sad and heartbreaking. those unafraid of these things will have a field day with this beautiful story, its loving characters and a great song i cannot quote here, that has nothing to do with the movie at all but is strangely appropriate. . but you hear it in a bar. ",". < br / > < br / > due to eugene's irregular schedule, dominick is alone a lot of the time and tends to make questionable judgment calls. he really just wants to be a bad boy, to do the wrong thing, and to make his brother ashamed of him. < br / > < br / > about to give anything away here, but the movie is extremely involving and sad and heartbreaking. those unafraid of these things will have a field day with this sad story, its sad characters and a sad song i cannot quote here, that has nothing to do with the movie at all but is strangely sad. . but you hear it in a bar. ",1
"i saw this film at a time when i was timidly toying with the idea of moving into my own apartment and starting life on my own. maybe that is the reason why i took it so seriously. i believed totally in the poor character's psychological degradation inside a paris of perpetual construction sites, dust, squalor, selfishness, rudeness, malice and decay. i'm giving all the credit to polanski's artistry in his direction, his playing and his inescapable script but i fainted during the horrible final scene and had to be revived by cognac in the office of the theatre's manager. this film is part of polanski's so - called "" apartment building trilogy "" which also comprises "" repulsion "" and "" rosemary's baby "". ","i saw this film at a time when i was timidly toying with the idea of moving into my own apartment and starting life on my own. maybe that is the reason why i took it so seriously. i believed totally in the poor character's psychological degradation inside a paris of perpetual construction sites, dust, squalor, selfishness, rudeness, malice and decay. i'm giving all the credit to polanski's artistry in his direction, his playing and his inescapable script but i fainted during the horrible final scene and had to be revived by cognac in the office of the theatre's manager. this film is part of polanski's so - called "" apartment building trilogy "" which also comprises "" repulsion "" and "" rosemary's baby "". ",1
"my older sister was born in march of 1985 and has cerebral palsy. in her 22 years of life, she has seen nothing but the walls of our house and her school which is also occupied with other disabled kids. i have been the butt of everyone's jokes because my sister is disabled, and i still think to this day that nobody is, or ever will give a damn about her and her condition. then i saw this film. < br / > < br / > i knew what christy's family was going through. christy could talk, he could communicate, and he had artistic skills. my sister can walk, but she can't utter a word, and she can't use her hands to do anything but grab onto things. and i've seen shawshank! ! ! this film is seriously underrated, and it shouldn't. this movie tells people something. that people should be proud of their own lives. this guy wrote with his foot. thinking you're not attractive? this guy got turned down by lots of girls, because of his condition. christy couldn't even stand up. my sister got millions of stares, and it breaks my heart to think that this is still happening to many people. this film will teach people, that people who might not seem "" normal "" are people too. ","my older sister was born in march of 1985 and has cerebral palsy. in her 22 years of life, she has seen but the walls of our house and her school which is also occupied with other disabled kids. i have been the butt of everyone's jokes because my sister is disabled, and i still think to this day that is, or ever will give a damn about her and her condition. then i saw this film. < br / > < br / > i knew what christy's family was going through. christy could talk, he could communicate, and he had artistic skills. my sister can walk, but she can't utter a word, and she can't use her hands to do anything but grab onto things. and i've seen shawshank! ! ! this film is seriously underrated, and it shouldn't. this movie tells people something. that people should be ashamed of their own lives. this guy wrote with his foot. thinking you're not dead? this guy got turned down by lots of girls, because of his condition. christy couldn't even stand up. my sister got millions of stares, and it breaks my heart to think that this is still happening to many people. this film will teach people, that people who might seem "" normal "" are people too. ",1
""" how to lose friends & alienate people "" is not based on tiger woods'infidelities. young is restless in getting caught up all type of shenanigans to alienate all around him, hence movie title. but nevertheless for some very bizarre reason, he is a somewhat likable character. sidney befriends a fellow journalist, the composed alison olsen, played quite admirably by kirsten dunst. megan fox. this foxtrot is short on acting proficiency but high on "" eye candy "" material. sidney gets in all kinds of tomfoolery in order to move up the journalist ladder in the magazine co. those are the peak comedic moments of the film. ",""" how to lose friends & alienate people "" is based on tiger woods'infidelities. young is restless in getting caught up all type of shenanigans to alienate all around him, hence movie title. but nevertheless for some very bizarre reason, he is a somewhat likable character. sidney befriends a fellow journalist, the composed alison olsen, played quite admirably by kirsten dunst. megan fox. this foxtrot is short on acting proficiency but high on "" eye candy "" material. sidney gets in all kinds of tomfoolery in order to move up the journalist ladder in the magazine co. those are the peak comedic moments of the film. ",1
"remember gabriele muccino's name because some of his movies may skip by unnoticed if the actor attached to the project isn't quite so high - profile. < br / > < br / > too bad i figured out will smith's scheme early on, i put two and two together when he calls in his own suicide in the first scene and the scene when rosario dawson's character is introduced as having an incurable heart - disease. put this on your list. ","remember gabriele muccino's name because some of his movies may skip by unnoticed if the actor attached to the project isn't quite so high - profile. < br / > < br / > too bad i figured out will smith's scheme early on, i put two and two together when he calls in his own suicide in the first scene and the scene when rosario dawson's character is introduced as having an incurable heart - disease. put this on your list. ",1
"the movie that i am going to review is a little television movie made in 1996 and it starred melissa joan hart and daniel baldwin. < br / > < br / > the main protagonist / antagonist jennifer stanton ( hart ) is a typical all american teenager who is feeling the pressure of having such a controlling father ( baldwin ). i also found it interesting that this film was made and released the same year, hart, began portrayed sabrina, the teenage witch and this shows she can act in my genres of film and television. you can watch this on the internet, so i suggest check it out. ","the movie that i am going to review is a little television movie made in 1996 and it starred melissa joan hart and daniel baldwin. < br / > < br / > the main protagonist / antagonist jennifer stanton ( hart ) is a typical all american teenager who is feeling the pressure of having such a controlling father ( baldwin ). i also found it funny that this film was made and released the same year, hart, began portrayed sabrina, the teenage witch and this shows she can act in my genres of film and television. you can watch this on the internet, so i suggest check it out. ",1
